no,judul_proposal,judul_skripsi,prodi
1074,Kualitas dan Kesuksesan Implementasi Sistem Pelaporan Nilai di Sekolah Menengah Atas dengan Menggunakan Expectation Confirmed Model dan Delone and Mclean,KUALITAS DAN KESUKSESAN IMPLEMENTASI SISTEM PELAPORAN NILAI DI SEKOLAH MENENGAH ATAS DENGAN MENGGUNAKAN EXPECTATION-CONFIRMATION MODEL DAN DELONE & MCLEAN,SI
1075,EVALUASI KUALITAS LAYANAN SISTEM INFORMASI BATU AMONG TANI TEKNOLOGI (BATT) DENGAN MENGGUNAKAN PENDEKATAN TECHNOLOGY ACCEPTANCE MODEL (TAM),EVALUASI KUALITAS DAN KESUKSESAN SISTEM INFORMASI BATU AMONG TANI TEKNOLOGI (BATT) DENGAN MENGGUNAKAN PENDEKATAN TECHNOLOGY ACCEPTANCE MODEL (TAM) DAN DELONE &amp; MCLEAN,SI
1076,"PEMBANGUNAN APLIKASI PENILAIAN UJIAN SKRIPSI BERBASIS ANDROID DENGAN MENGGUNAKAN METODE PROTOTYPING
(Studi Kasus: Fakultas Ilmu Komputer Universitas Brawijaya Malang)",PEMBANGUNAN APLIKASI PENILAIAN UJIAN SKRIPSI BERBASIS ANDROID DENGAN MENGGUNAKAN METODE PROTOTYPING (Studi Kasus: Fakultas Ilmu Komputer Universitas Brawijaya Malang),SI
1077,PENGEMBANGAN WEB SCRAPING UNTUK SITUS REVIEW SMARTPHONE,PENGEMBANGAN SISTEM INFORMASI REVIEW SMARTPHONE (STUDI KASUS : TNT CELL BOJONEGORO),SI
1078,"EVALUASI DAN PERBAIKAN ANTARMUKA PENGGUNA MENGGUNAKAN WEBUSE DAN PENDEKATAN USER CENTERED DESIGN (UCD)
(STUDI KASUS: WEBSITE AWAKE PROJECT MALANG)",,SI
1079,EVALUASI DAN PERBAIKAN ANTARMUKA PENGGUNA MENGGUNAKAN SYSTEM USABILITY SCALE DENGAN PENDEKATAN USER CENTERED DESIGN (UCD) DAN CARD SORTING,"EVALUASI DAN PERBAIKAN ANTARMUKA PENGGUNA
MENGGUNAKAN PENDEKATAN USER CENTERED DESIGN
(UCD) DAN CARD SORTING. (STUDI KASUS: WEBSITE AWAKE PROJECT MALANG)",SI
1080,PENGEMBANGAN SISTEM INFORMASI MANAJEMEN PEMESANAN RESTOCK BAHAN BAKU MENGGUNAKAN ENTERPRISE ARCHITECTURE ZACHMAN FRAMEWORK (Studi Kasus : CV. Klasik),,SI
1081,PENGEMBANGAN OPERATIONAL CUSTOMER RELATIONSHIP MANAGEMENT (CRM) MODUL SERVICE AUTOMATION SISTEM INFORMASI TENAGA KESEHATAN (SINKES) DINAS KESEHATAN KOTA XYZ,PENGEMBANGAN SISTEM INFORMASI IZIN KERJA DAN PRAKTIK TENAGA KESEHATAN (SINKES) DINAS KESEHATAN KOTA XYZ,SI
1082,"PENILAIAN TINGKAT KEMATANGAN PROSES PENGEMBANGAN PERANGKAT LUNAK MENGGUNAKAN FRAMEWORK CMMI-DEV 1.3 
(Studi Kasus : Pengelola Sistem Informasi, Infrastruktur TI Dan Kehumasan Fakultas Ilmu Komputer)",PENILAIAN TINGKAT KEMATANGAN PROSES PENGEMBANGAN PERANGKAT LUNAK MENGGUNAKAN FRAMEWORK CMMI-DEV 1.3 PADA PT. ABC,SI
1083,Pengembangan Ulang Antarmuka Website PPPA Daarul Qur’an Malang Dengan Menggunakan Metode Goal Directed Design,Pengembangan Antarmuka Website PPPA Daarul Qur’an Malang dengan Menggunakan Metode Goal Directed Design,SI
1084,PENGEMBANGAN SISTEM INFORMASI PENGAJUAN PERBAIKAN SARANA PRASARANA TEKNOLOGI INFORMASI BERBASIS WEB STUDI KASUS RUMAH SAKIT UMUM DAERAH (RSUD) Dr. SAIFUL ANWAR KOTA MALANG,PENGEMBANGAN SISTEM INFORMASI PENGAJUAN PERBAIKAN SARANA PRASARANA TEKNOLOGI INFORMASI BERBASIS WEB STUDI KASUS RUMAH SAKIT UMUM DAERAH (RSUD) Dr. SAIFUL ANWAR KOTA MALANG,SI
1085,PENGEMBANGAN SISTEM INFORMASI PENGAJUAN PERBAIKAN SARANA PRASARANA TEKNOLOGI INFORMASI BERBASIS WEB STUDI KASUS RSUD Dr. SAIFUL ANWAR KOTA MALANG,PENGEMBANGAN SISTEM INFORMASI PENGAJUAN PERBAIKAN SARANA PRASARANA TEKNOLOGI INFORMASI BERBASIS WEB STUDI KASUS PADA RSUD Dr. SAIFUL ANWAR KOTA MALANG,SI
1086,PENGEMBANGAN SISTEM INFORMASI MANAJEMEN EVENT DAN LANGGANAN BERBASIS WEB (STUDI KASUS NGALUP COWORKING SPACE),,SI
1087,Aplikasi Data Mining untuk Rekomendasi Pengambilan Topik Skripsi Untuk Mahasiswa Program Studi Sistem Informasi Menggunakan Algoritme Decision Tree,,SI
1088,EVALUASI PADA VARIASI PROSES BISNIS LAYANAN PENGADUAN MENGGUNAKAN PROCESS MINING DAN QUALITY EVALUATION FRAMEWORK (QEF),EVALUASI PADA VARIASI PROSES BISNIS LAYANAN PENGADUAN DENGAN MENERAPKAN PROCESS MINING DAN QUALITY EVALUATION FRAMEWORK (QEF) (Studi Kasus : Perusahaan Daerah Air Minum Kota Malang),SI
1089,EVALUASI APLIKASI KAI ACCESS MENGGUNAKAN METODE USABILITY TESTING DAN MECUE QUESTIONNAIRE,EVALUASI USER EXPERIENCE MENGGUNAKAN MECUE QUESTIONNAIRE PADA APLIKASI KAI ACCESS DAN APLIKASI TIKET.COM,SI
1090,"ANALISA PENGALAMAN PENGGUNA PADA WEBSITE E-COMMERCE (STUDI PADA LAZADA.CO.ID, BLIBI.COM DAN JD.ID)","ANALISIS PENGALAMAN PENGGUNA PADA WEBSITE E-COMMERCE DENGAN MENGGUNAKAN USABILITY
TESTING DAN USER EXPERIENCE QUESTIONAIRE (UEQ) (STUDI PADA LAZADA.CO.ID, BLIBLI.COM DAN JD.ID)",SI
1091,AUDIT TATA KELOLA TEKNOLOGI INFORMASI PADA DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN LAMONGAN MENGGUNAKAN FRAMEWORK COBIT 4.1 DOMAIN PLAN AND ORGANISE (PO) DAN ACQUIRE AND IMPLEMENT (AI),PENGUKURAN TINGKAT KEMATANGAN TATA KELOLA TEKNOLOGI INFORMASI PADA DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN LAMONGAN MENGGUNAKAN FRAMEWORK COBIT 4.1 DOMAIN PLAN AND ORGANISE (PO) DAN ACQUIRE AND IMPLEMENT (AI),SI
1092,PENGEMBANGAN SISTEM INFORMASI MANAJEMEN SURAT BERBASIS WEB PADA BALAI BESAR TAMAN NASIONAL BROMO TENGGER SEMERU (TNBTS),PENGEMBANGAN SISTEM INFORMASI MANAJEMEN SURAT BERBASIS WEB PADA BALAI BESAR TAMAN NASIONAL BROMO TENGGER SEMERU (TNBTS),SI
1093,Pengembangan Sistem Informasi Manajemen Korespondensi Berbasis Web pada Balai Besar Taman Nasional Bromo Tengger Semeru (TNBTS),Pengembangan Sistem Informasi Manajemen Korespondensi Berbasis Web pada Balai Besar Taman Nasional Bromo Tengger Semeru (TNBTS),SI
1094,PENGEMBANGAN SISTEM INFORMASI MANAJEMEN KORESPONDENSI BERBASIS WEB DENGAN METODE RATIONAL UNIFIED PROCESS PADA BALAI BESAR TAMAN NASIONAL BROMO TENGGER SEMERU,,SI
1095,PENGEMBANGAN SISTEM INFORMASI MANAJEMEN KORESPONDENSI BERBASIS WEB DENGAN METODE RATIONAL UNIFIED PROCESS PADA BALAI BESAR TAMAN NASIONAL BROMO TENGGER SEMERU,,SI
1096,PENGEMBANGAN SISTEM INFORMASI ROADBOOK UNTUK PROGRAM TUR PERJALANAN WISATA BERBASIS WEB DENGAN METODE RUP (RATIONAL UNIFIED PROCESS) PADA PT. QUEST TRAVEL INDONESIA,Pengembangan Sistem Informasi Roadbook untuk Tur Perjalanan Wisata Berbasis Web dengan Metode RUP (Rational Unified Process) Pada PT. Quest Travel Indonesia,SI
1097,PENGEMBANGAN SISTEM SRM TOOLS BERBASIS WEB PADA PORTAL PERTAMINA EP,Pengembangan Aplikasi Manajemen Pra Lelang (Studi Kasus: PT Pertamina EP),SI
1098,Penerapan Metode K-Means Clustering dan Analytical Hierarchy process (AHP) untuk Pengelompokan Kinerja Guru dan Karyawan pada SMA Brawijaya Smart School,Penerapan Metode K-Means Clustering dan Analytical Hierarchy Process (AHP) untuk Pengelompokan Kinerja Guru dan Karyawan pada SMA Brawijaya Smart School,SI
1099,PENERAPAN METODE K-MEANS CLUSTERING DAN ANALYTICAL HIERARCHY PROCESS (AHP) UNTUK PENGELOMPOKAN KINERJA GURU DAN KARYAWAN PADA SMA BRAWIJAYA SMART SCHOOL,Penerapan  Metode K-Means Clustering dan Analytical Hierarchy Process (AHP) untuk Pengelompokan Kinerja Guru dan Karyawan pada SMA Brawijaya Smart School,SI
1100,"AUDIT TATA KELOLA TEKNOLOGI INFORMASI
PADA DINAS KOMUNIKASI DAN INFORMATIKA (DISKOMINFO)
KOTA PROBOLINGGO
MENGGUNAKAN FRAMEWORK COBIT 4.1
DOMAIN DELIVER AND SUPPORT (DS) DAN MONITOR AND EVALUATE (ME)",EVALUASI TATA KELOLA TEKNOLOGI INFORMASI PADA DINAS KOMUNIKASI DAN INFORMATIKA (DISKOMINFO) KOTA PROBOLINGGO MENGGUNAKAN FRAMEWORK COBIT 4.1 DOMAIN DELIVER AND SUPPORT (DS) DAN MONITOR AND EVALUATE (ME),SI
1101,EVALUASI DAN PERANCANGAN SITUS SFE-ELECTRONICS.COM DENGAN METODE WEBUSE,EVALUASI DAN PERBAIKAN RANCANGAN PEMESANAN PCB PADA SITUS SFE-ELECTRONICS.COM,SI
1102,EVALUASI USABILITY APLIKASI MOBILE CINEMAXX MENGGUNAKAN METODE USABILITY TESTING DAN USE QUESTIONNAIRE,PERBAIKAN USABILITY APLIKASI MOBILE CINEMAXX MENGGUNAKAN METODE USABILITY TESTING DAN USE QUESTIONNARE,SI
1103,Evaluasi Manajemen Sumber Daya Teknologi Informasi Pada Dinas Komunikasi Dan Informatika Probolinggo Menggunakan Kerangka Kerja COBIT 5,EVALUASI MANAJEMEN SUMBER DAYA TEKNOLOGI INFORMASI PADA DINAS KOMUNIKASI DAN INFORMATIKA PROBOLINGGO MENGGUNAKAN KERANGKA KERJA COBIT 5,SI
1104,EVALUASI DAN PERBAIKAN ANTARMUKA SITUS  BOOKSTORE UB PRESS,,SI
1105,ANALISIS PERBANDINGAN PENGALAMAN PENGGUNA APLIKASI SNAPCHAT DAN APLIKASI INSTAGRAM MENGGUNAKAN PERSONA DAN KUESIONER MECUE,ANALISIS PERBANDINGAN PENGALAMAN PENGGUNA APLIKASI SNAPCHAT DAN APLIKASI INSTAGRAM MENGGUNAKAN USER PERSONA DAN KUESIONER MECUE,SI
1106,EVALUASI KUALITAS LAYANAN WEBSITE TAMAN NASIONAL BROMO TENGGER SEMERU DENGAN MENGGUNAKAN METODE WEBQUAL 4.0 DAN IMPORTANCE AND PERFORMANCE ANALYSIS (IPA),Perbaikan Antarmuka Pengguna pada Proses Booking Online Pendakian Gunung Semeru dengan Metode Usability Testing,SI
1107,ANALISIS DAN PERANCANGAN SISTEM INFORMASI MONITORING PENYAMBUNGAN BARU LISTRIK PADA PT.PLN (Persero) DISTRIBUSI JAWA TIMUR AREA GRESIK,PENGEMBANGAN SISTEM INFORMASI PENYAMBUNGAN BARU LISTRIK KHUSUS PELANGGAN GETTING ELECTRICITY BERBASIS WEB PADA PT.PLN (PERSERO) DISTRIBUSI JAWA TIMUR AREA GRESIK,SI
1108,Pengukuran Kualitas Layanan Website Politeknik Negeri Sriwijaya Kota Palembang Menggunakan Metode Webqual 4.0 dan Importance Performance Analysis (IPA),Pengukuran Kualitas Layanan Website Akademik Universitas Sriwijaya Kota Palembang Menggunakan Metode Webqual 4.0 dan Importance Performance Analysis (IPA),SI
1109,EVALUASI TAMPILAN ANTARMUKA QGIS DAN ARCGIS DENGAN MENGGUNAKAN PENDEKATAN COGNITIVE WALKTHROUGH DAN HEURISTIC EVALUATION (STUDI KASUS : FUNGSI GEOPROCESSING TOOLS),EVALUASI TAMPILAN ANTARMUKA QGIS DAN ARCGIS DENGAN MENGGUNAKAN PENDEKATAN COGNITIVE WALKTHROUGH DAN HEURISTIC EVALUATION (STUDI KASUS : FUNGSI GEOPROCESSING TOOLS),SI
1110,"EVALUASI TAMPILAN ANTARMUKA QGIS DAN MAPWINDOW DENGAN MENGGUNAKAN PENDEKATAN HEURISTIC EVALUATION
(STUDI KASUS : FUNGSI GEOPROCESSING TOOLS)",EVALUASI ANTARMUKA QGIS DAN MAPWINDOW DENGAN MENGGUNAKAN PENDEKATAN HEURISTIC EVALUATION (STUDI KASUS : FUNGSI GEOPROCESSING TOOLS),SI
1111,EVALUASI TAMPILAN ANTARMUKA QGIS DAN MAPWINDOW PADA FUNGSI GEOPROCESSING SISTEM TOOLS MENGGUNAKAN PENDEKATAN HEURISTIC EVALUATION,EVALUASI TAMPILAN ANTARMUKA QGIS DAN MAPWINDOW DENGAN MENGGUNAKAN PENDEKATAN HEURISTIC EVALUATION (STUDI KASUS : FUNGSI GEOPROCESSING TOOLS),SI
1112,EVALUASI TAMPILAN ANTARMUKA QGIS DAN MAPWINDOW DENGAN MENGGUNAKAN PENDEKATAN HEURISTIC EVALUATION (STUDI KASUS : FUNGSI GEOPROCESSING TOOLS),Evaluasi Tampilan Antarmuka QGIS dan MapWindow dengan Menggunakan Pendekatan Heuristic Evaluation (Studi Kasus: Fungsi Geoprocessing Tools),SI
1113,EVALUASI DAN PERANCANGAN USER INTERFACE UNTUK MENINGKATKAN USER EXPERIENCE MENGGUNAKAN METODE USABILITY TESTING DAN USER CENTERED DESIGN PADA APLIKASI EZYPOS,EVALUASI DAN PERANCANGAN USER INTERFACE UNTUK MENINGKATKAN USER EXPERIENCE MENGGUNAKAN METODE HUMAN-CENTERED DESIGN DAN HEURISTIC EVALUATION PADA APLIKASI EZYPOS,SI
1114,VISUALISASI DATA KOMENTAR PADA OBYEK WISATA UNTUK BUSINESS INTELLIGENCE MENGGUNAKAN SENTIMENT ANALYSIS (STUDI KASUS: PERUM PERHUTANI),"VISUALISASI DATA KOMENTAR PADA OBJEK WISATA UNTUK 
BUSINESS INTELLIGENCE MENGGUNAKAN SENTIMENT 
ANALYSIS (STUDI KASUS: PERUM PERHUTANI)",SI
1115,Analisis Sentimen Berbasis Aspek Pada Opini Wisatawan Menggunakan Metode Naive Bayes (Studi Kasus: Perum Perhutani),,SI
1116,Analisis Sentimen Berbasis Aspek Pada Opini Wisatawan Menggunakan Metode Naive Bayes (Studi Kasus: Perum Perhutani),Analisis Sentimen Berbasis Aspek Pada Opini Wisatawan Menggunakan Metode Naive Bayes,SI
1117,"PENGEMBANGAN APLIKASI PENDAFTARAN ONLINE LAYANAN PENCATATAN SIPIL BERBASIS WEB MENGGUNAKAN PHP DAN DATABASE MYSQL
(STUDI KASUS : DISPENDUKCAPIL KABUPATEN MALANG)","PENGEMBANGAN APLIKASI PENDAFTARAN ONLINE LAYANAN PENCATATAN SIPIL BERBASIS WEB MENGGUNAKAN PHP DAN BASIS DATA MYSQL
(STUDI KASUS : DISPENDUKCAPIL KABUPATEN MALANG)",SI
1118,ANALISIS DAN PERBAIKAN PROSES BISNIS MANAJEMEN LOGISTIK MENGGUNAKAN METODE BUSINESS PROCESS IMPROVEMENT (STUDI KASUS : Bidang Logistik PT. PJB OBJ O&amp;M Unit 9 Paiton),EVALUASI PROSES BISNIS MANAJEMEN INVENTORI MENGGUNAKAN METODE QUALITY EVALUATION FRAMEWORK (QEF) PADA BIDANG INVENTORI PT. PJB UBJOM PLTU PAITON,SI
1119,PENERIMAAN DAN KESUKSESAN IMPLEMENTASI E-LEARNING BERBASIS MOODLE DENGAN MENGGUNAKAN EXPECTATION–CONFIRMATION MODEL DAN DELONE AND MCLEAN&#039;S MODEL,KUALITAS DAN KESUKSESAN IMPLEMENTASI E-LEARNING BERBASIS MOODLE DENGAN MENGGUNAKAN EXPECTATION–CONFIRMATION MODEL DAN DELONE AND MCLEAN&#039;S MODEL,SI
1120,"PENGEMBANGAN SISTEM INFORMASI MONITORING PENGADAAN BERBASIS WEBSITE DENGAN METODE RATIONAL UNIFIED PROCESS (RUP) 
(STUDI KASUS : UNIT BISNIS JASA O &amp; M LUAR JAWA PT PJB SURABAYA)",PENGEMBANGAN SISTEM INFORMASI MONITORING PENGADAAN BERBASIS WEBSITE DENGAN METODE RATIONAL UNIFIED PROCESS (RUP) (STUDI KASUS : UNIT BISNIS JASA O &amp; M 2 LUAR JAWA PT PJB SURABAYA),SI
1121,"ANALISIS PROSES BISNIS PADA DIVISI KESEHATAN DAN KESELAMATAN KERJA MELALUI PENDEKATAN ROOT CAUSE ANALYSIS
(STUDI KASUS : PT. PJB UBJOM PAITON)",PERANCANGAN SITUS WEB JASA TOUR AND TRAVEL ERZA TRAVEL DENGAN MENGADAPTASI HUMAN CENTERED DESIGN,SI
1122,PENGEMBANGAN SISTEM INFORMASI TRAVEL UNTUK TICKETING DAN ADMINISTRASI DATA BERBASIS WEB MENGGUNAKAN METODE RUP (RATIONAL UNIFIED PROCESS) PADA MITRA ORIGINAL GROUP,PENGEMBANGAN SISTEM INFORMASI TRAVEL UNTUK TICKETING DAN ADMINISTRASI DATA BERBASIS WEB MENGGUNAKAN METODE RUP (RATIONAL UNIFIED PROCESS) PADA MITRA ORIGINAL GROUP,SI
1123,PENGEMBANGAN SISTEM INFORMASI AGEN TRAVEL UNTUK TICKETING DAN ADMINISTRASI DATA MENGGUNAKAN METODE RATIONAL UNIFIED PROCESS (RUP) PADA MITRA ORIGINAL GROUP,Pengembangan Sistem Informasi Agen Travel untuk Ticketing dan Administrasi Data Menggunakan Metode Rational Unified Process (RUP) pada Mitra Original Group,SI
1124,"PERANCANGAN BUSINESS PROCESS IMPROVEMENT UNTUK UNIT KEPEGAWAIAN MENGGUNAKAN FRAMEWORK INFORMATION TECHNOLOGY INFRASTRUCTURE LIBRARY (ITIL) V3 DENGAN DOMAIN SERVICE DESIGN 
(STUDI KASUS : KANTOR REGIO",,SI
1125,EVALUASI PROSES BISNIS PADA LAYANAN KEIMIGRASIAN DENGAN MENERAPKAN QUALITY EVALUATION FRAMEWORK (QEF) PADA KANTOR IMIGRASI KELAS 1 KOTA MALANG,,SI
1126,EVALUASI PROSES BISNIS PADA LAYANAN KEIMIGRASIAN DENGAN MENERAPKAN QUALITY EVALUATION FRAMEWORK (QEF) PADA KANTOR IMIGRASI KELAS I KOTA MALANG,EVALUASI PROSES BISNIS LAYANAN KEIMIGRASIAN MENGGUNAKAN QUALITY EVALUATION FRAMEWORK (QEF) PADA KANTOR IMIGRASI KELAS I KOTA MALANG,SI
1127,EVALUASI PROSES BISNIS PADA LAYANAN KANTOR DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KABUPATEN MALANG DENGAN MENERAPKAN QUALITY EVALUATION FRAMEWORK (QEF),EVALUASI PROSES BISNIS PADA LAYANAN KANTOR DINAS KEPENDUDUKAN DAN PENCATATAN SIPIL KABUPATEN MALANG DENGAN MENERAPKAN QUALITY EVALUATION FRAMEWORK (QEF),SI
1128,Pengembangan Sistem Informasi Point Of Sale Studi Pada RM. Warung Apung Pondok Asri Dengan Metode Rational Unifield Process,,SI
1129,Evaluasi Usability Pada Sistem Informasi Akademik Menggunakan Metode Usability Testing (Studi Kasus STIE Widya Gama Lumajang),EVALUASI USABILITY PADA SISTEM INFORMASI AKADEMIK MENGGUNAKAN METODE USABILITY TESTING (STUDI KASUS STIE WIDYA GAMA LUMAJANG),SI
1130,Evaluasi Usability Pada Sistem Informasi Akademik Menggunakan Metode Usability Testing (Studi Kasus STIE Widya Gama Lumajang),EVALUASI USABILITY PADA SISTEM INFORMASI AKADEMIK MENGGUNAKAN METODE USABILITY TESTING (STUDI KASUS - STIE WIDYA GAMA LUMAJANG),SI
1131,Pengembangan Sistem Informasi Perpustakaan Berbasis Web Pada Perpustakaan Kecamatan Bungah,PENGEMBANGAN SISTEM INFORMASI PERPUSTAKAAN BERBASIS WEB PADA PERPUSTAKAAN KECAMATAN BUNGAH,SI
1132,EVALUASI PERBANDINGAN USER EXPERIENCE MENGGUNAKAN METODE ATTRAKDIFF SCALE STUDI KASUS APLIKASI DARMAWISATA DAN TRAVELOKA,EVALUASI PERBANDINGAN USER EXPERIENCE MENGGUNAKAN MECUE QUESTIONNAIRE PADA APLIKASI TRAVELOKA DAN PEGIPEGI,SI
1133,Evaluasi Proses Bisnis Penanganan Pengaduan Nasabah Menggunakan Metode Quality Evaluation Framework (QEF) (Studi Kasus :  PT XYZ),Evaluasi Proses bisnis Penanganan Pengaduan Nasabah Menggunakan Metode Quality Evaluation Framework (QEF) (Studi kasus : PT XYZ),SI
1134,PENGEMBANGAN SISTEM INFORMASI PENCATATAN KESALAHAN PADA BERKAS PENGAJUAN ANGGARAN MENGGUNAKAN RATIONAL UNIFIED PROCESS (Studi Kasus : Bagian Keuangan Sekretariat Badan Litbang dan Diklat Kementerian Agama),PENGEMBANGAN SISTEM INFORMASI PELAKSANAAN ANGGARAN (Studi Kasus : Sekretariat Badan Litbang dan Diklat Kementerian Agama),SI
1135,PERANCANGAN WEBSITE TOUR ORGANIZER SETAPAKTERA TOUR DENGAN PENDEKATAN HUMAN CENTERED DESIGN,Perancangan Situs Web Tour Organizer Setapak Teratour Dengan Pendekatan Human Centered Design,SI
1136,EVALASI USABILITY PADA APLIKASI MOBILE MOKA POS DENGAN MENGGUNAKAN METODE USABILITY TESTING,,SI
1137,EVALUASI BIAYA PENGEMBANGAN PERANGKAT LUNAK TRIPIA MENGGUNAKAN LINE OF CODE (LOC) ( STUDI KASUS : INAGATA TECHNOSMITH),"EVALUASI BIAYA PENGEMBANGAN PERANGKAT LUNAK TRIPIA MENGGUNAKAN ACTIVITY POINT 
(STUDI KASUS : INAGATA TECHNOSMITH)",SI
1138,"EVALUASI BIAYA PENGEMBANGAN PERANGKAT LUNAK TRIPIA MENGGUNAKAN ACTIVITY POINT 
(STUDI KASUS : INAGATA TECHNOSMITH)",,SI
1139,EVALUASI USER EXPERIENCE MENGGUNAKAN MODULAR EVALUATION OF KEY COMPONENTS OF USER EXPERIENCE (MECUE) QUESTIONNAIRE PADA APLIKASI TOKOPEDIA DAN SHOPEE),,SI
1140,ANALISIS SISTEM INFORMASI PERPUSTAKAAN BERBASIS “INLIS LITE” DENGAN MENGGUNAKAN METODE TECHNOLOGY ACCEPTANCE MODEL (TAM),ANALISIS SISTEM INFORMASI PERPUSTAKAAN BERBASIS “INLIS LITE” DENGAN MENGGUNAKAN TECHNOLOGY ACCEPTANCE MODEL (TAM),SI
1141,ANALISIS KUALITAS LAYANAN WEBSITE DENGAN METODE WEBQUAL 4.0 DAN IMPORTANCE AND PERFORMANCE ANALYSIS (IPA) PADA UPT PERPUSTAKAAN PROKLAMATOR BUNG KARNO BLITAR,Analisis Kualitas Layanan Website menggunakan Webqual 4.0 dan Importance Performance Analysis (IPA) pada UPT Perpustakaan Proklamator Bung Karno,SI
1142,PENGEMBANGAN SISTEM INFORMASI WEB ACCESS DWELLING TIME MENGGGUNAKAN METODE USER-CENTERED DESIGN PADA KANTOR PENGAWASAN DAN PELAYANAN BEA DAN CUKAI (KPPBC) TIPE MADYA PABEAN (TMP) TANJUNG PERAK KOTA SURABAYA,PENGEMBANGAN SISTEM INFORMASI WEB ACCESS DWELLING TIME MENGGGUNAKAN METODE HUMAN-CENTERED DESIGN PADA KANTOR PENGAWASAN DAN PELAYANAN BEA DAN CUKAI (KPPBC) TIPE MADYA PABEAN (TMP) TANJUNG PERAK KOTA SURABAYA,SI
1143,PERANCANGAN ANTARMUKA WEB ACCESS DWELLING TIME MENGGUNAKAN METODE HUMAN CENTERED DESIGN (UCD) PADA KANTOR PENGAWASAN DAN PELAYANAN BEA DAN CUKAI (KPPBC) TIPE MANDYA PABEAN (TMP) TANJUNG PERAK KOTA SUR,PERANCANGAN ANTARMUKA WEB ACCESS DWELLING TIME MENGGUNAKAN METODE HUMAN CENTERED DESIGN (HCD) PADA KANTOR PENGAWASAN DAN PELAYANAN BEA DAN CUKAI (KPPBC) TIPE MADYA PABEAN (TMP) TANJUNG PERAK KOTA SURABAYA,SI
1144,PENGEMBANGAN SISTEM INFORMASI PENGGAJIAN PADA TUGU HOTEL LOMBOK MENGGUNAKAN ZACHMAN FRAMEWORK,PENGEMBANGAN SISTEM INFORMASI PENGGAJIAN PADA TUGU HOTEL LOMBOK MENGGUNAKAN METODE RATIONAL UNIFIED PROCESS,SI
1145,Analisis Proses Bisnis Tentang Layanan di Dinas Pendidikan Kota Malang Menggunakan Metode Quality Evaluation Framework (QEF),EVALUASI PROSES BISNIS LAYANAN BIDANG PEMBINAAN PENDIDIK DAN TENAGA KEPENDIDIKAN (PTK) DI DINAS PENDIDIKAN KOTA MALANG MENGGUNAKAN METODE QUALITY EVALUATION FRAMEWORK (QEF),SI
1146,Pengembangan Aplikasi Prestasi Siswa Berbasis Web Menggunakan Metode Rational Unified Process (Studi Kasus : Dinas Pendidikan Kota Malang),PENGEMBANGAN SISTEM INFORMASI PRESTASI SISWA DINAS PENDIDIKAN KOTA MALANG BERBASIS WEBSITE,SI
1147,EVALUASI USABILITY TERHADAP ANTARMUKA PENGGUNA SISTEM INFORMASI KESEHATAN MENGGUNAKAN HEURISTIC WALKTHROUGH STUDI KASUS PADA SISTEM INFORMASI KESEHATAN PRIMER POLIKLINIK PABRIK GULA KEBON AGUNG MALANG,Evaluasi Usability Terhadap Antarmuka Pengguna Sistem Informasi Kesehatan Menggunakan Heuristic Walkthrough: Studi Kasus pada Sistem Informasi Kesehatan Primer Poliklinik Pabrik Gula Kebonagung Malang Indonesia,SI
1148,PENERAPAN METODE RUP (RATIONAL UNIFIED PROCESS) DALAM PENGEMBANGAN SISTEM INFORMASI SURAT MASUK DAN KELUAR RUMAH SAKIT SAIFUL ANWAR MALANG,PENGEMBANGAN SISTEM INFORMASI SURAT MASUK DAN KELUAR RUMAH SAKIT SAIFUL ANWAR MALANG MENGGUNAKAN METODE RUP (RATIONAL UNIFIED PROCESS),SI
1149,PENGEMBANGAN SISTEM INFORMASI SURAT MASUK DAN KELUAR RUMAH SAKIT SAIFUL ANWAR MALANG,PENGEMBANGAN SISTEM INFORMASI SURAT MASUK DAN KELUAR RUMAH SAKIT SAIFUL ANWAR MALANG,SI
1150,PENGEMBANGAN SISTEM INFORMASI SURAT MASUK DAN KELUAR RUMAH SAKIT SAIFUL ANWAR MALANG,,SI
1151,Evaluasi Tata Kelola Teknologi Informasi Menggunakan Kerangka Kerja COBIT 5 ( Studi Kasus: PT. Pertamina (Persero) ),Evaluasi Tata Kelola Teknologi Informasi Menggunakan COBIT 5 (Studi Kasus: PT. Pertamina (Persero) RU VI Balongan),SI
1152,PENGEMBANGAN SISTEM INFORMASI AKADEMIK SMK NEGERI 1 DLANGGU BERBASIS WEB MENGGUNAKAN METODE RATIONAL UNIFIED PROCESS,PENGEMBANGAN SISTEM INFORMASI AKADEMIK SMK NEGERI 1 DLANGGU BERBASIS WEB MENGGUNAKAN METODE RATIONAL UNIFIED PROCESS,SI
1153,PENGEMBANGAN SISTEM INFORMASI TRACER STUDY MENGGUNAKAN METODE RATIONAL UNIFIED PROCESS STUDI KASUS FAKULTAS ILMU KOMPUTER UNIVERSITAS BRAWIJAYA,PENGEMBANGAN SISTEM INFORMASI TRACER STUDY FAKULTAS ILMU KOMPUTER UNIVERSITAS BRAWIJAYA MENGGUNAKAN METODE RATIONAL UNIFIED PROCCES,SI
